wav_filename,wav_filesize,transcript
Z265Mp_025_04.wav,1644070,  atverk siuntų aplanką    atverk valdymo skydelį   aukštyn   baik programos darbą   centrinė lygiuotė   darbalaukis   dešimta funkcija   dešininė lygiuotė   devinta funkcija   
Z265Mp_025_05.wav,1889646, didink mastelį  didink šriftą  eik atgal   eik aukštyn  eik į dešinę   eik į kairę  eik į pabaigą  eik į pradžią   eik į viršaplankį   eik toliau  eik žemyn 
Z265Mp_026_01.wav,1650600,  failų sąrašas  garsiau  gerai  grąžink langus   grąžink veiksmą   grok    išeik iš viso ekrano   išeiti iš sistemos  išjunk garsą  išjunk kompiuterį  
Z265Mp_026_02.wav,1996794,  išjunk kursyvą   išjunk pabraukimą   išjunk programą   išjunk pusjuodį   išjunk spaudinio peržiūrą   išjunk visą ekraną  iškirpk   išsiųsk   išsiųsk laišką   išskleisk elementus 
Z265Mp_026_03.wav,1708480,  išskleisk langą  į dešinę  į kairę   į pabaigą  į pradžią   į puslapio apačią   į puslapio viršų  įdėk   įjunk abipusę lygiuotę   įjunk centrinę lygiuotę 
Z265Mp_026_04.wav,2260912,  įjunk dešininę lygiuotę    įjunk garsą   įjunk kairinę lygiuotę   įjunk kursyvą   įjunk miego būseną   įjunk miego režimą   įjunk naršytuvą   įjunk pabraukimą   įjunk pusjuodį   įjunk spaudinio peržiūrą  
Z265Mp_026_05.wav,1914940,  įklijuok   įrašyk   įrašyk dokumentą   įrašyk ir užverk   įrašyk ir užverk laišką   įrašyk kitu vardu   įrašyk kitu vardu dokumentą   įrašyk laišką   įterpk euro ženklą 
Z265Mp_027_01.wav,2092656,  įterpk lentelę   įterpk paveikslą   įterpti lentelę   įterpti paveikslą   kairinė lygiuotė   ketvirta funkcija   kopijuok   kursyvas   mano dokumentai   mano kompiuteris   mano muzika  
Z265Mp_027_04.wav,2070662,  paleisk pašto programą   paleisk pateikčių rengyklę   paleisk rašyklę   paleisk skaičiuoklę   pauzė   pažymėk viską   penkta funkcija   perdaryk veiksmą   pereik į ankstesnį elementą   pereik į aplankų medį   
Z265Mp_027_05.wav,1795604,  pereik į failų sąrašą   pereik į naršymo sritį   pereik į tolesnį elementą   perjunk į tolesnę programą   perjunk programą   persiųsk   persiųsk laišką   pirma funkcija  pridėk priedą  
Z265Mp_028_01.wav,2011426,  pristabdyk   pusjuodis  puslapiu aukštyn   puslapiu į dešinę   puslapiu į kairę   puslapiu žemyn   rodyk ankstesnį laišką   rodyk ankstesnį neskaitytą laišką   rodyk darbalaukį   rodyk dideles piktogramas 
Z265Mp_028_02.wav,2374308,  rodyk failų tvarkytuvę   rodyk išklotines  rodyk išsamią informaciją   rodyk komandas   rodyk leistuvę   rodyk mažas piktogramas   rodyk padidintas piktogramas  rodyk paštą   rodyk pašto programą   rodyk pateikčių rengyklę 
Z265Mp_028_03.wav,2181356, rodyk rašyklę    rodyk savybės   rodyk sąrašą   rodyk skaičiuoklę   rodyk tolesnį laišką   rodyk tolesnį neskaitytą laišką   rodyk turinį   rodyk vidutines piktogramas  rodyk visame ekrane   septinta funkcija 
Z265Mp_028_05.wav,1836644,  sumažink šriftą   surikiuok pagal datą   surikiuok pagal pavadinimą   suskleisk elementus   suskleisk langą   šalink   šešta funkcija   taikyk  taip  tęsk 
Z265Mp_029_01.wav,1740312, tikrink paštą   tyliau     tolesnė programa  tolesnis  tolesnis elementas   tolesnis laiškas  tolesnis neskaitytas laiškas  toliau  trečia funkcija  užmigdyk kompiuterį 
Z265Mp_029_03.wav,2039546, vykdyk ketvirtą funkciją  vykdyk penktą funkciją   vykdyk pirmą funkciją  vykdyk septintą funkciją  vykdyk šeštą funkciją   vykdyk trečią funkciją  žemyn  trečia funkcija  tyliau  tęsk  
Z265Mp_030_01.wav,1767226,  į dešinę  į kairę   į pabaigą   į pradžią   į puslapio apačią   į puslapio dešinę   į puslapio kairę   į puslapio viršų   įdėk   įjunk naršytuvą 
Z265Mp_030_02.wav,2282798,  įjunk abipusę lygiuotę   įjunk centrinę lygiuotę  įjunk dešininę lygiuotę  įjunk garsą   įjunk kairinę lygiuotę  įjunk kursyvą   įjunk miego būseną   įjunk miego režimą   įjunk pabraukimą  įjunk pusjuodį 
Z265Mp_030_03.wav,2363038,  įjunk spaudinio peržiūrą   įrašyk   įrašyk dokumentą  įrašyk ir užverk   įrašyk ir užverk adresatą  įrašyk ir užverk kontaktą  įrašyk ir užverk laišką  įrašyk  ir užverk paskyrą   įrašyk ir užverk susitikimą   įrašyk ir užverk įvykį  
Z265Mp_030_04.wav,2357764,  įrašyk kitu vardu   įrašyk kitu vardu dokumentą  įrašyk laišką   įterpk euro ženklą  įterpk lentelę   įterpk paveikslą  įterpti lentelę  įterpti paveikslą  šešta funkcija  šiandiena  šiukšliadėžė  žemyn 
Z265Mp_031_02.wav,2139162,  atstatyk veiksmą  atšauk veiksmą   atverk adresyną   atverk atsiuntimų aplanką   atverk atsiuntimų žurnalą  atverk kortelę  atverk langą  atverk naują kortelę   atverk naują langą   atverk paieškos tinklalapį 
Z265Mp_031_03.wav,1747452,  atverk pradžios tinklalapį  atverk saitą  atverk žurnalą   aukštyn   dešinėn  eik aukštyn   eik dešinėn  eik į dešinę  eik į kairę   eik kairėn 
Z265Mp_031_04.wav,1969750,  eik žemyn   grąžink   grąžink veiksmą   grįžk atgal   grįžk iš viso ekrano   išjunk visą ekraną  iškirpk tekstą   išvalyk naršymo žurnalą  į adreso juostą  į ankstesnę kortelę 
Z265Mp_032_01.wav,1970086,  įrašyk adresą   įrašyk į adresyną   įrašyk tinklalapio adresą  įtrauk į adresyną  kairėn   kitas laukas   kopijuok tekstą   naršymo žurnalas  naujienos   normalus ekranas 
Z265Mp_032_02.wav,2021658,  originalus mastelis   padidink mastelį  padidink vaizdą   pasirink kitą   patvirtinu  pereik atgal  pereik į adreso juostą  pereik į ankstesnę kortelę   pereik į ankstesnį elementą  pereik į ankstesnį lauką 
Z265Mp_032_03.wav,2140570, pereik į galinę kortelę  pereik į kitą elementą   pereik į kitą lauką   pereik į kortelę   pereik į pradžios kortelę   pereik į tolesnę kortelę   pereik į tolesnį elementą   pereik į tolesnį lauką  pereik pirmyn  pradžios kortelė 
Z265Mp_032_04.wav,1845456,  pramogos   rodyk visame ekrane   slink aukštyn   slink dešinėn   slink į kairę   slink kairėn   slink žemyn   spausdink tinklalapį  stabdyk   stabdyk atsiuntimą 
Z265Mp_032_06.wav,941518,  tolesnis teksto fragmentas   tolesnis tinklalapis   vėlesnis tinklalapis   vietinis meniu  žemyn 
Z265Mp_065_05.wav,1686816,  grūdėtasis   išeiti iš programos  išjunk garsą   įjunk garsą   judėjimo organoidai   kapsulė   ką daryti  ketvirta   ketvirtas   kitas klausimas 
Z265Mp_066_03.wav,1865252,  protistai   pulsuojančioji vakuolė   ribosomos   rodyk   rodyk rezultatus  rodyk skyriaus turinį   rodyk teisingą atsakymą   rodyk turinį   rodyk veiklų sąrašą  sandara 
Z266Mn_025_01.wav,1706214,  abipusė lygiuotė   ankstesnė programa   ankstesnis   ankstesnis elementas   ankstesnis laiškas   ankstesnis neskaitytas laiškas    antra funkcija   anuliuok veiksmą   aplankų medis    aštunta funkcija  
Z266Mn_025_02.wav,1848086, atgal   atkurk mastelį    atsakyk    atsakyk į laišką    atsakyk visiems    atsakyk visiems į laišką    atsisakyk    atstatyk langus    atšauk veiksmą    atverk   
Z266Mn_025_03.wav,2303784,  atverk administratoriaus teisėmis   atverk aplanką    atverk diską    atverk dokumentą    atverk dokumentų aplanką  atverk failą   atverk kompiuterio aplanką   atverk laišką   atverk muzikos aplanką    atverk paveikslų aplanką   
Z266Mn_025_04.wav,1658942, atverk siuntų aplanką   atverk valdymo skydelį   aukštyn    baik programos darbą   centrinė lygiuotė    darbalaukis    dešimta funkcija    dešininė lygiuotė   devinta funkcija   
Z266Mn_025_05.wav,1792478,  didink mastelį    didink šriftą    eik atgal    eik aukštyn    eik į dešinę    eik į kairę    eik į pabaigą   eik į pradžią     eik į viršaplankį   eik toliau   eik žemyn  
Z266Mn_026_01.wav,1687084,   failų sąrašas  garsiau  gerai   grąžink langus    grąžink veiksmą   grok    išeik iš viso ekrano   išeiti iš sistemos   išjunk garsą   išjunk kompiuterį   
Z266Mn_026_02.wav,1702454, išjunk kursyvą    išjunk pabraukimą   išjunk programą    išjunk pusjuodį    išjunk spaudinio peržiūrą  išjunk visą ekraną   iškirpk  išsiųsk   išsiųsk laišką    išskleisk elementus   
Z266Mn_026_03.wav,1729660,  išskleisk langą  į dešinę   į kairę   į pabaigą    į pradžią   į puslapio apačią   į puslapio viršų    įdėk   įjunk abipusę lygiuotę    įjunk centrinę lygiuotę   
Z266Mn_026_04.wav,2059432,  įjunk dešininę lygiuotę    įjunk garsą    įjunk kairinę lygiuotę   įjunk kursyvą   įjunk miego būseną   įjunk miego režimą   įjunk naršytuvą  įjunk pabraukimą    įjunk pusjuodį    įjunk spaudinio peržiūrą   
Z266Mn_026_05.wav,1599824,  įklijuok   įrašyk    įrašyk dokumentą    įrašyk ir užverk  įrašyk ir užverk laišką   įrašyk kitu vardu   įrašyk kitu vardu dokumentą  įrašyk laišką   įterpk euro ženklą  
Z266Mn_027_01.wav,1844238, įterpk lentelę  įterpk paveikslą   įterpti lentelę  įterpti paveikslą    kairinė lygiuotė   ketvirta funkcija    kopijuok   kursyvas   mano dokumentai  mano kompiuteris    mano muzika     
Z266Mn_027_04.wav,1616352, paleisk pašto programą   paleisk pateikčių rengyklę  paleisk rašyklę   paleisk skaičiuoklę  pauzė    pažymėk viską   penkta funkcija    perdaryk veiksmą  pereik į ankstesnį elementą    pereik į aplankų medį   
Z266Mn_027_05.wav,1702818, pereik į failų sąrašą    pereik į naršymo sritį    pereik į tolesnį elementą  perjunk į ankstesnę programą  perjunk į tolesnę programą   perjunk programą    persiųsk  persiųsk laišką    pirma funkcija  pridėk priedą  
Z266Mn_028_01.wav,1740268,  pristabdyk   pusjuodis   puslapiu aukštyn   puslapiu į dešinę   puslapiu į kairę   puslapiu žemyn    rodyk ankstesnį laišką   rodyk ankstesnį neskaitytą laišką     rodyk darbalaukį   rodyk dideles piktogramas  
Z266Mn_028_02.wav,1909682,  rodyk failų tvarkytuvę  rodyk išklotines   rodyk išsamią informaciją   rodyk komandas  rodyk leistuvę   rodyk mažas piktogramas   rodyk padidintas piktogramas   rodyk paštą  rodyk pašto programą    rodyk pateikčių rengyklę  
Z266Mn_028_03.wav,1667778, rodyk rašyklę   rodyk savybės   rodyk sąrašą   rodyk skaičiuoklę   rodyk tolesnį laišką   rodyk tolesnį neskaitytą laišką   rodyk turinį    rodyk vidutines piktogramas  rodyk visame ekrane  septinta funkcija  
Z266Mn_028_05_T.wav,1402972,  sumažink šriftą   surikiuok pagal datą   surikiuok pagal pavadinimą   sukeisk elementus  suskleisk langą   šalink  šešta funkcija    taikyk    taip    tęsk   
Z266Mn_029_01.wav,1547542, tikrink paštą  tyliau  tolesnė programa  tolesnis   tolesnis elementas    tolesnis laiškas   tolesnis neskaitytas laiškas    toliau   trečia funkcija   užmigdyk kompiuterį   
Z266Mn_029_03.wav,1792392, vykdyk ketvirtą funkciją  vykdyk penktą funkciją   vykdyk pirmą funkciją     vykdyk septintą funkciją    vykdyk šeštą funkciją   vykdyk trečią funkciją   žemyn  trečia funkcija    tyliau    tęsk    
Z266Mn_030_01.wav,1508234, į dešinę  į kairę  į pabaigą     į pradžią  į puslapio apačią  į puslapio dešinę     į puslapio kairę  į puslapio viršų  įdėk   įjunk naršytuvą 
Z266Mn_030_02.wav,1769760,  įjunk abipusę lygiuotę  įjunk centrinę lygiuotę   įjunk dešininę lygiuotę   įjunk garsą   įjunk kairinę lygiuotę  įjunk kursyvą    įjunk miego būseną   įjunk miego režimą    įjunk pabraukimą  įjunk pusjuodį  
Z266Mn_030_03.wav,1859612, įjunk spaudinio peržiūrą  įrašyk   įrašyk dokumentą  įrašyk ir užverk  įrašyk ir užverk adresatą  įrašyk ir užverk kontaktą   įrašyk ir užverk laišką   įrašyk ir užverk paskyrą   įrašyk ir užverk susitikimą  įrašyk ir užverk įvykį  
Z266Mn_030_04.wav,2137644,   įrašyk kitu vardu   įrašyk kitu vardu dokumentą  įrašyk laišką   įterpk euro ženklą     įterpk lentelę  įterpk paveikslą  įterpti lentelę  įterpti paveikslą  šešta funkcija   šiandiena  šiukšliadėžė  žemyn  
Z266Mn_031_02.wav,1850104,  atstatyk veiksmą  atšauk veiksmą  atverk adresyną    atverk atsiuntimų aplanką  atverk atsiuntimų žurnalą    atverk kortelę   atverk langą    atverk naują kortelę   atverk naują langą  atverk paieškos tinklalapį   
Z266Mn_031_03.wav,1755564,    atverk pradžios tinklalapį  atverk saitą  atverk žurnalą    aukštyn  dešinėn     eik aukštyn  eik dešinėn   eik į dešinę    eik į kairę  eik kairėn   
Z266Mn_031_04.wav,1848200, eik žemyn  grąžink  grąžink veiksmą    grįžk atgal   grįžk iš viso ekrano   išjunk visą ekraną  iškirpk tekstą    išvalyk naršymo žurnalą     į adreso juostą  į ankstesnę kortelę   
Z266Mn_032_01.wav,1694058, įrašyk adresą  įrašyk į adresyną   įrašyk tinklalapio adresą  įtrauk į adresyną  kairėn  kitas laukas    kopijuok tekstą  naršymo žurnalas  naujienos    normalus ekranas  
Z266Mn_032_02.wav,1920472,  originalus mastelis    padidink mastelį  padidink vaizdą  pasirink kitą  patvirtinu   pereik atgal  pereik į adreso juostą  pereik į ankstesnę kortelę    pereik į ankstesnį elementą    pereik į ankstesnį lauką  
Z266Mn_032_03.wav,1948512,  pereik į galinę kortelę   pereik į kitą elementą  pereik į kitą lauką  pereik į kortelę    pereik į pradžios kortelę   pereik į tolesnę kortelę  pereik į tolesnį elementą  pereik į tolesnį lauką     pereik pirmyn  pradžios kortelė   
Z266Mn_032_04.wav,1831692, pramogos   rodyk visame ekrane   slink aukštyn   slink dešinėn   slink į kairę  slink kairėn   slink žemyn   spausdink tinklalapį    stabdyk   stabdyk atsiuntimą   
Z266Mn_032_06.wav,816502,  tolesnis teksto fragmentas  tolesnis tinklalapis    vėlesnis tinklalapis   vietinis meniu  žemyn  
Z266Mn_065_05.wav,1564096,  grūdėtasis    išeiti iš programos  išjunk garsą  įjunk garsą  judėjimo organoidai  kapsulė   ką daryti  ketvirta    ketvirtas   kitas klausimas   
Z266Mn_066_03.wav,1672248, protistai  pulsuojančioji vakuolė  ribosomos   rodyk  rodyk rezultatus    rodyk skyriaus turinį  rodyk teisingą atsakymą  rodyk turinį   rodyk veiklų sąrašą    sandara 
Z267Mp_025_01.wav,1619092,  abipusė lygiuotė   ankstesnė programa   ankstesnis  ankstesnis elementas  ankstesnis laiškas  ankstesnis neskaitytas laiškas  antra funkcija  anuliuok veiksmą  aplankų medis  aštunta funkcija   
Z267Mp_025_02.wav,1593238, atgal  atkurk mastelį  atsakyk  atsakyk į laišką  atsakyk visiems  atsakyk visiems į laišką  atsisakyk  atstatyk langus  atšauk veiksmą  atverk  
Z267Mp_025_03.wav,1980822,  atverk administratoriaus teisėmis  atverk aplanką  atverk diską  atverk dokumentą  atverk dokumentų aplanką  atverk failą  atverk kompiuterio aplanką  atverk laišką  atverk muzikos aplanką  atverk paveikslų aplanką 
Z267Mp_025_04.wav,1789352, atverk siuntų aplanką  atverk valdymo skydelį  aukštyn  baik programos darbą  centrinė lygiuotė  darbalaukis   dešimta funkcija   dešininė lygiuotė  devinta funkcija  
Z267Mp_025_05.wav,1956406,  didink mastelį  didink šriftą   eik atgal  eik aukštyn  eik į dešinę  eik į kairę  eik į pabaigą  eik į pradžią   eik į viršaplankį  eik toliau  eik žemyn 
Z267Mp_026_01.wav,1662024,   failų sąrašas  garsiau  gerai  grąžink langus  grąžink veiksmą   grok   išeik iš viso ekrano  išeiti iš sistemos  išjunk garsą  išjunk kompiuterį 
Z267Mp_026_02.wav,1757588,  išjunk kursyvą  išjunk pabraukimą  išjunk programą   išjunk pusjuodį   išjunk spaudinio peržiūrą  išjunk visą ekraną  iškirpk  išsiųsk  išsiųsk laišką   išskleisk elementus  
Z267Mp_026_03.wav,1847038,  išskleisk langą   į dešinę   į kairę   į pabaigą  į pradžią   į puslapio apačią  į puslapio viršų  įdėk    įjunk abipusę lygiuotę  įjunk centrinę lygiuotę 
Z267Mp_026_04.wav,2105258,  įjunk dešininę lygiuotę  įjunk garsą   įjunk kairinę lygiuotę  įjunk kursyvą  įjunk miego būseną  įjunk miego režimą   įjunk naršytuvą  įjunk pabraukimą   įjunk pusjuodį  įjunk spaudinio peržiūrą  
Z267Mp_026_05.wav,1634534,  įklijuok  įrašyk  įrašyk dokumentą  įrašyk ir užverk    įrašyk ir užverk laišką   įrašyk kitu vardu  įrašyk kitu vardu dokumentą   įrašyk laišką   įterpk euro ženklą 
Z267Mp_027_01.wav,1851510,  įterpk lentelę  įterpk paveikslą   įterpti lentelę  įterpti paveikslą   kairinė lygiuotė  ketvirta funkcija  kopijuok   kursyvas  mano dokumentai  mano kompiuteris  mano muzika 
Z267Mp_027_04.wav,2209968,  paleisk pašto programą  paleisk pateikčių rengyklę  paleisk rašyklę  paleisk skaičiuoklę  pauzė  pažymėk viską  penkta funkcija   perdaryk veiksmą  pereik į ankstesnį elementą   pereik į aplankų medį 
Z267Mp_027_05.wav,1859992,  pereik į failų sąrašą  pereik į naršymo sritį   pereik į tolesnį elementą  perjunk į ankstesnę programą  perjunk į tolesnę programą  perjunk programą  persiųsk  persiųsk laišką  pirma funkcija  pridėk priedą 
Z267Mp_028_01.wav,1889416,  pristabdyk   pusjuodis  puslapiu aukštyn  puslapiu į dešinę   puslapiu į kairę  puslapiu žemyn   rodyk ankstesnį laišką  rodyk ankstesnį neskaitytą laišką   rodyk darbalaukį   rodyk dideles piktogramas  
Z267Mp_028_02.wav,2054132,   rodyk failų tvarkytuvę  rodyk išklotines   rodyk išsamią informaciją  rodyk komandas  rodyk leistuvę  rodyk mažas piktogramas   rodyk padidintas piktogramas  rodyk paštą  rodyk pašto programą  rodyk pateikčių rengyklę 
Z267Mp_028_03.wav,2031702,  rodyk rašyklę   rodyk savybes    rodyk sąrašą  rodyk skaičiuoklę   rodyk tolesnį laišką   rodyk tolesnį neskaitytą laišką  rodyk turinį  rodyk vidutines piktogramas  rodyk visame ekrane  septinta funkcija  
Z267Mp_028_05.wav,1534748,  sumažink šriftą    surikiuok pagal datą  surikiuok pagal pavadinimą   suskleisk elementus  suskleisk langą  šalink   šešta funkcija  taikyk  taip  tęsk 
Z267Mp_029_01.wav,1763214,  tikrink paštą   tyliau  tolesnė programa  tolesnis   tolesnis elementas  tolesnis laiškas  tolesnis neskaitytas laiškas  toliau  trečia funkcija  užmigdyk kompiuterį  
Z267Mp_029_03.wav,1949500,  vykdyk ketvirtą funkciją  vykdyk penktą funkciją  vykdyk pirmą funkciją  vykdyk septintą funkciją   vykdyk šeštą funkciją  vykdyk trečią funkciją  žemyn   trečia funkcija  tyliau  tęsk  
Z267Mp_030_01.wav,1808364,  į dešinę   į kairę   į pabaigą  į pradžią  į puslapio apačią   į puslapio dešinę   į puslapio kairę  į puslapio viršų   įdėk  įjunk naršytuvą 
Z267Mp_030_02.wav,1925286, įjunk abipusę lygiuotę  įjunk centrinę lygiuotę  įjunk dešininę lygiuotę  įjunk garsą  įjunk kairinę lygiuotę  įjunk kursyvą   įjunk miego būseną  įjunk miego režimą   įjunk pabraukimą  įjunk pusjuodį 
Z267Mp_030_03.wav,2057196,   įjunk spaudinio peržiūrą  įrašyk  įrašyk dokumentą  įrašyk ir užverk   įrašyk ir užverk adresatą  įrašyk ir užverk kontaktą  įrašyk ir užverk laišką   įrašyk ir užverk paskyrą   įrašyk ir užverk susitikimą  įrašyk ir užverk įvykį  
Z267Mp_030_04.wav,2039670,  įrašyk kitu vardu   įrašyk kitu vardu dokumentą   įrašyk laišką     įterpk euro ženklą   įterpk lentelę  įterpk paveikslą   įterpti lentelę  įterpti paveikslą   šešta funkcija  šiandiena   šiukšliadėžė  žemyn 
Z267Mp_031_02_T.wav,2055128, atstatyk veiksmą   atšauk veiksmą  atverk adresyną   atverk antsiuntimų aplanką  atverk atsiuntimų žurnalą  atverk kortelę  atverk langą  atverk naują kortelę  atverk naują langą  atverk paieškos tinklalapį 
Z267Mp_031_03.wav,1877674,  atverk pradžios tinklalapį   atverk saitą  atverk žurnalą   aukštyn  dešinėn  eik aukštyn  eik dešinėn  eik į dešinę  eik į kairę  eik kairėn 
Z267Mp_031_04.wav,1898004,  eik žemyn   grąžink  grąžink veiksmą  grįžk atgal  grįžk iš viso ekrano  išjunk visą ekraną  iškirpk tekstą  išvalyk naršymo žurnalą  į adreso juostą  į ankstesnę kortelę 
Z267Mp_032_01.wav,1795294, įrašyk adresą  įrašyk į adresyną   įrašyk tinklalapio adresą   įtrauk į adresyną  kairėn  kitas laukas  kopijuok tekstą   naršymo žurnalas  naujienos   normalus ekranas  
Z267Mp_032_02.wav,2084934,  originalus mastelis  padidink mastelį  padidink vaizdą  pasirink kitą  patvirtinu  pereik atgal  pereik į adreso juostą  pereik į ankstesnę kortelę  pereik į ankstesnį elementą  pereik į ankstesnį lauką 
Z267Mp_032_03.wav,1958310,   pereik į galinę kortelę  pereik į kitą elementą  pereik į kitą lauką  pereik į kortelę  pereik į pradžios kortelę  pereik į tolesnę kortelę   pereik į tolesnį elementą  pereik į tolesnį lauką  pereik pirmyn   pradžios kortelė 
Z267Mp_032_04.wav,1713510,  pramogos   rodyk visame ekrane  slink aukštyn  slink dešinėn  slink į kairę  slink kairėn  slink žemyn  spausdink tinklalapį  stabdyk   stabdyk atsiuntimą   
Z267Mp_032_06.wav,936482,  tolesnis teksto fragmentas  tolesnis tinklalapis   vėlesnis tinklalapis   vietinis meniu   žemyn 
Z267Mp_065_05.wav,1781736,  grūdėtasis  išeiti iš programos  išjunk garsą   įjunk garsą   judėjimo organoidai  kapsulė  ką daryti  ketvirta   ketvirtas  kitas klausimas 
Z267Mp_066_03.wav,1928888,  protistai  pulsuojančioji vakuolė  ribosomos  rodyk   rodyk rezultatus  rodyk skyriaus turinį   rodyk teisingą atsakymą  rodyk turinį   rodyk veiklų sąrašą  sandara  
Z268Mk_025_01.wav,2303168,  abipusė lygiuotė  ankstesnė programa   ankstesnis   ankstesnis elementas   ankstesnis laiškas   ankstesnis neskaitytas laiškas   antra funkcija   anuliuok veiksmą   aplankų medis   aštunta funkcija   
Z268Mk_025_02.wav,2165164,  atgal   atkurk mastelį  atsakyk   atsakyk į laišką   atsakyk visiems   atsakyk visiems į laišką   atsisakyk   atstatyk langus   atšauk veiksmą   atverk 
Z268Mk_025_03.wav,2360754,  atverk administratoriaus teisėmis   atverk aplanką   atverk diską   atverk dokumentą   atverk dokumentų aplanką  atverk failą   atverk kompiuterio aplanką   atverk laišką  atverk muzikos aplanką  atverk paveikslų aplanką  
Z268Mk_025_04.wav,2019136,  atverk siuntų aplanką   atverk valdymo skydelį  aukštyn   baik programos darbą   centrinė lygiuotė  darbalaukis   dešimta funkcija  dešininė lygiuotė   devinta funkcija   
Z268Mk_025_05.wav,2328054,  didink mastelį   didink šriftą  eik atgal   eik aukštyn   eik į dešinę  eik į kairę   eik į pabaigą   eik į pradžią   eik į viršaplankį  eik toliau  eik žemyn 
Z268Mk_026_01.wav,2615920, failų sąrašas   garsiau   gerai   grąžink langus   grąžink veiksmą  grok   išeik iš viso ekrano   išeiti iš sistemos   išjunk garsą   išjunk kompiuterį 
Z268Mk_026_02.wav,2121536,  išjunk kursyvą   išjunk pabraukimą   išjunk programą   išjunk pusjuodį   išjunk spaudinio peržiūrą  išjunk visą ekraną   iškirpk   išsiųsk   išsiųsk laišką   išskleisk elementus  
Z268Mk_026_03.wav,1911220,   išskleisk langą  į dešinę   į kairę  į pabaigą  į pradžią  į puslapio apačią   į puslapio viršų  įdėk   įjunk abipusę lygiuotę   įjunk centrinę lygiuotę 
Z268Mk_026_04.wav,2166464,  įjunk dešininę lygiuotę   įjunk garsą   įjunk kairinę lygiuotę  įjunk kursyvą   įjunk miego būseną  įjunk miego režimą   įjunk naršytuvą  įjunk pabraukimą  įjunk pusjuodį  įjunk spaudinio peržiūrą  
Z268Mk_026_05.wav,1790038, įklijuok  įrašyk   įrašyk dokumentą  įrašyk ir užverk  įrašyk ir užverk laišką  įrašyk kitu vardu   įrašyk kitu vardu dokumentą   įrašyk laišką  įterpk euro ženklą  
Z268Mk_027_01.wav,2369454, įterpk lentelę   įterpk paveikslą   įterpti lentelę  įterpti paveikslą   kairinė lygiuotė   ketvirta funkcija  kopijuok  kursyvas  mano dokumentai   mano kompiuteris   mano muzika 
Z268Mk_027_04.wav,2218422,  paleisk pašto programą   paleisk pateikčių rengyklę   paleisk rašyklę  paleisk skaičiuoklę  pauzė   pažymėk viską  penkta funkcija   perdaryk veiksmą   pereik į ankstesnį elementą  pereik į aplankų medį 
Z268Mk_027_05.wav,2027916,  pereik į failų sąrašą   pereik į naršymo sritį   pereik į tolesnį elementą  perjunk į ankstesnę programą  perjunk į tolesnę programą  perjunk programą  persiųsk  persiųsk laišką  pirma funkcija  pridėk priedą  
Z268Mk_028_01.wav,1994316, pristabdyk  pusjuodis  puslapiu aukštyn   puslapiu į dešinę  puslapiu į kairę  puslapiu žemyn  rodyk ankstesnį laišką   rodyk ankstesnį neskaitytą laišką   rodyk darbalaukį   rodyk dideles piktogramas  
Z268Mk_028_02.wav,2174752,  rodyk failų tvarkytuvę   rodyk išklotines   rodyk išsamią informaciją   rodyk komandas   rodyk leistuvę   rodyk mažas piktogramas   rodyk padidintas piktogramas   rodyk paštą  rodyk pašto programą   rodyk pateikčių rengyklę 
Z268Mk_028_03.wav,2147600,   rodyk rašyklę   rodyk savybės   rodyk sąrašą   rodyk skaičiuoklę   rodyk tolesnį laišką  rodyk tolesnį neskaitytą laišką   rodyk turinį  rodyk vidutines piktogramas   rodyk visame ekrane  septinta funkcija 
Z268Mk_028_05.wav,1802164,  sumažink šriftą   surikiuok pagal datą   surikiuok pagal pavadinimą   suskleisk elementus   suskleisk langą  šalink   šešta funkcija  taikyk  taip  tęsk  
Z268Mk_029_01.wav,1774142,  tikrink paštą  tyliau  tolesnė programa   tolesnis  tolesnis elementas  tolesnis laiškas  tolesnis neskaitytas laiškas  toliau  trečia funkcija   užmigdyk kompiuterį 
Z268Mk_029_03.wav,1932768,  vykdyk ketvirtą funkciją  vykdyk penktą funkciją   vykdyk pirmą funkciją  vykdyk septintą funkciją  vykdyk šeštą funkciją   vykdyk trečią funkciją  žemyn  trečia funkcija  tyliau  tęsk   
Z268Mk_030_01.wav,2046476,  į dešinę   į kairę   į pabaigą   į pradžią  į puslapio apačią  į puslapio dešinę   į puslapio kairę   į puslapio viršų   įdėk  įjunk naršytuvą  
Z268Mk_030_02.wav,2226356,  įjunk abipusę lygiuotę  įjunk centrinę lygiuotę   įjunk dešininę lygiuotę   įjunk garsą   įjunk kairinę lygiuotę   įjunk kursyvą   įjunk miego būseną  įjunk miego režimą  įjunk pabraukimą   įjunk pusjuodį  
Z268Mk_030_03.wav,2280908,  įjunk spaudinio peržiūrą  įrašyk  įrašyk dokumentą  įrašyk ir užverk   įrašyk ir užverk adresatą   įrašyk ir užverk kontaktą   įrašyk ir užverk laišką   įrašyk ir užverk paskyrą   įrašyk ir užverk susitikimą   įrašyk ir užverk įvykį 
Z268Mk_030_04_T.wav,2435732,  įrašyk kitu vardu   įrašyk kitu vardu dokumentą   įrašyk laišką  įterpk euro ženklą  įterpk lentelę  įterpk paveikslą  įterpti lentelę  įterpti paveikslą  šešta funkcija   šiandieną  šiukšliadėžė  žemyn 
